Gene_symbol Ratio_2h Ratio_6h Ratio_12h Ratio_18h Ratio_24h Count_2h Count_6h Count_12h Count_18h Count_24h
ESF1 -0.0255958358826835 0.0640424668523469 -0.0137838154330997 -0.121545949846959 0.0119516025168065 14 13 14 12 14
ESYT1 0.119432010690783 -0.0120680233090903 0.1543774780974 0.0854660910492586 0.128897598350952 23 25 25 29 24
ESYT2 0.0328904297895107 -0.0809304876729839 0.174784237694339 0.245950572998997 0.260514776417428 28 29 28 31 33
ETF1 0.00413201942527752 -0.0976107966264223 -0.0539454249627852 -0.064744920035355 -0.203514411130758 22 24 22 20 26
ETFA 0.0834316374685724 0.0209990293799367 0.0358305905991994 0.137631929322707 0.146579150815561 24 27 25 24 27
ETFB 0.122742619092219 0.0654910468707684 0.105442187687309 0.208227595722634 0.2738139993289 23 24 17 19 22
ETFDH 0.0397403757852686 0.0278220296536275 0.305378290007285 0.445892536248583 0.470688770843729 6 7 7 7 5
ETHE1 0.152484071959553 -0.0187765851791832 0.112755497233869 0.168982147721072 0.343311435455282 4 3 3 3 2
ETNK1 0.0874421026581849 -0.11169907219742 -0.0850166734887139 -0.24086382278575 -0.148869043531001 8 7 6 8 7
ETS1 0.197500695292787 -0.100843124433112 -0.0230423926658638 -0.125518859575091 -0.110229592423189 3 5 5 2 7
ETV6 0.134873004919305 0.0241057289589865 -0.235604532763299 0.28604030166216 0.284282310777611 6 7 3 5 6
EVL 0.0785636691937023 0.121863233373052 0.189960043322718 0.412462184069582 0.551987134472875 42 50 37 45 50
EXOC1 -0.15678490755436 0.0845938310498347 0.157061383268079 0.12238137794592 0.43165652079704 5 8 4 4 9
EXOC2 -0.0450235216984977 -0.369717729413565 -0.0780632557768191 0.0248834502877441 0.0621885968002966 4 6 3 4 3
EXOC3 0.106886350304229 0.0346922296345881 -0.0339339114419318 0.113723005382915 0.0971931968567356 4 4 4 1 5
EXOC4 0.0201502474803875 0.182966219172539 -0.060185765046563 -0.00805655487105839 -0.0146409468817531 10 9 8 11 9
EXOC5 -0.126972856257765 0.0678027317703949 0.150160826535053 0.0988145063072604 0.0959745545222988 3 7 5 7 11
EXOC7 -0.0725860470685965 -0.10715219863491 0.0992626178315617 0.102465255930207 0.189482860960456 20 20 15 16 20
EXOC8 -0.288653863605169 -0.0402612230644346 -0.151728955343337 -0.0810668804918884 0.125887665334444 8 7 5 5 7
EXOG -0.135272179476252 -0.287354085029207 -0.196984663529218 0.122868289392027 0.148880635632225 3 3 4 5 6
EXOSC1 0.0791731728110858 -0.0275787274742827 0.168771306825942 -0.138552375152649 0.156594957518212 4 2 4 3 5
EXOSC10 -0.0340748202705722 -0.338338834684812 -0.348232419239271 -0.760944774176444 -0.394294620494657 14 12 11 11 12
EXOSC2 0.0304129399966819 0.050203631376794 0.0383618559222159 0.0788683888148347 -0.0352015957185661 16 16 10 14 15
EXOSC3 -0.0409625477784978 -0.0409625477784978 -0.0183493098788917 -0.0255958358826835 -0.0387171075728537 9 6 5 5 6
EXOSC4 -0.0109230271847919 0.0725889497739387 -0.0687395906723051 0.00127013057543743 -0.0646069752973919 3 6 2 5 4
EXOSC6 0.127383967498504 0.0714970214670853 0.0745777749065224 -0.0357646536009747 -0.0901759497902069 8 9 8 11 10
EXOSC7 -0.01292617444427 0.0551565433097127 -0.0608774728993346 -0.0391383939069583 -0.0842003616746552 8 7 8 8 7
EXOSC8 0.07859413825971 0.0525807026188744 0.0434972222299559 -0.082293835951431 -0.0112093614203034 5 5 4 3 4
EXOSC9 -0.119024103142275 -0.0586628393785599 -0.070389327891398 -0.157949153783694 -0.217478900470531 4 5 5 10 5
EYA3 -0.0805212318314924 -0.0462815032119102 -0.00173019613888269 -0.0382956981815444 -0.135140816394815 6 7 7 6 8
EZH2 0.137552576215222 0.0766454141581601 -0.0690146779151805 0.0193896949214236 0.100252046417765 6 6 4 4 8
F8A1 -0.0281447677133787 -0.208017754895892 -0.0829750272577682 -0.067087964801147 -0.0142124448121048 3 3 3 2 4
FABP5 -0.0493519591352916 0.0371474785513476 -0.0708014676002111 -0.0939657503694475 -0.131062616782468 8 7 9 13 9
FADD 0.0651136724013452 0.0308845149187385 -0.0941009164388664 0.139839694798544 0.0303982057638471 4 6 4 6 6
FADS2 0.237795780050957 0.226256801486702 0.757184115973158 0.568794265442425 0.293465027108514 5 6 4 3 4
FAF1 0.00526099077147169 0.101458830689286 0.164237581305309 0.0737728054717928 0.0515187591259211 19 20 15 19 17
FAF2 -0.105007524760974 -0.0993625397577723 0.0794932653206391 0.10080889834195 0.244411625185267 12 16 14 15 17
FAH 0.280176964107566 -0.121148056475311 0.397296087877666 0.307804937361437 0.487843922342269 7 5 3 4 5
FAHD1 0.0891599073600309 -0.327342455609822 0.10828530481383 -0.0133550586690676 0.229213231364717 6 6 6 6 6
FAHD2A;FAHD2B -0.0923427689954471 -0.191815289706898 -0.0343565966466415 0.1025427023446 0.275175131263203 7 6 7 6 7
FAM114A2 0.0928478194070554 0.00108242724164034 0.105069735112402 0.311201955460077 0.362120852876472 4 6 7 7 7
FAM115A NA 0.242703606326317 -0.178491567822311 0.171807142289209 0.177751170540836 0 4 3 3 4
FAM116A 0.0492031441611003 -0.0843364457233236 0.0471744355027523 -0.10969486482593 -0.21536797220348 4 6 6 6 6
FAM120A 0.00322080247215633 0.126533247501284 0.0447616025503543 -0.0641930619274923 -0.0142124448121048 17 20 15 21 19
FAM120C 0.262382455005102 0.272140521006324 0.00238241284902348 0.0173294426784538 -0.222433640605915 4 7 5 7 5
FAM125B -0.0810668804918884 0.07497282984441 0.127163362288449 0.253429248587553 -0.00992040959306384 3 4 3 4 3
FAM160B1 -0.0547790315196196 0.0428282927536096 -0.0247451901971378 0.0125044930350278 0.209194605412853 3 4 2 2 4
FAM162A -0.0639170536923114 0.00721706985628994 0.131250029269829 0.132483034474881 0.0404672228834536 8 13 14 16 9
FAM169A -0.0255958358826835 0.00884190631522999 -0.0344974641994449 0.210729813568291 0.114004016418594 15 14 13 11 13
FAM175B 0.0487852355792798 -0.0423641752480078 -0.0124971626829022 -0.0510240030244669 0.127762226357542 4 8 4 6 7
FAM203A;FAM203B -0.17555653643184 0.00329310025571796 -0.136191386287144 -0.116630912036307 -0.194591402773734 4 9 8 5 9
FAM21A;FAM21C;FAM21B -0.0524158941511385 0.205064337196464 0.115456779384959 0.416923853485589 0.366745504452438 4 6 4 3 7
FAM36A -0.0142124448121048 -0.109026176498367 0.0225368887605332 -0.00934717225925265 0.0484420440675703 4 4 4 3 4
FAM40A -0.0698396250686344 -0.099227865774861 0.0319608724709004 -0.0977456216385188 0.168965928096677 5 5 5 5 7
FAM49B 0.0546170331756347 0.0735602470052377 0.111585990978518 0.0930786272255643 0.211731917133163 23 23 20 22 29
FAM50A 0.105473229742606 -0.109561151953051 -0.0234682805039054 0.039770035846553 0.177212757127111 16 17 14 13 14
FAM82A2 0.0410459956729992 0.00713007666759431 0.0830342597613001 0.123732569165926 0.0921863749032526 8 12 9 13 12
FAM82B -0.0207688650945718 -0.174406418529749 0.021247904943817 0.048069102388817 0.347912811130891 9 9 10 12 9
FAM91A1 0.0734236188122564 0.125698769093142 -0.0152120850685033 0.126218293281552 0.115894457064733 4 7 5 11 5
FAM96A 0.123433941248279 0.0454314292470061 -0.0622598944701261 0.373644974291324 -0.129876460833131 4 4 4 3 4
FAM96B 0.0645402521947107 0.047740993440191 0.018454180307481 -0.064331046245984 0.0520571116569103 6 6 6 7 6
FAM98A -0.222433640605915 0.0671073258985088 0.532595300088409 -0.358958825832329 0.056881331357133 3 6 2 2 5
FAM98B -0.0829750272577682 -0.0140695825016559 -0.0524158941511385 -0.0835197488201729 -0.0220481651801731 12 17 15 17 16
FANCD2 0.263732839268113 0.0550066591446714 0.241065808459617 0.0989535605064672 0.156048305502999 5 10 6 7 10
FANCI 0.0401260041525598 -0.044603950649768 0.116082073867931 0.0906185788148614 0.0351356400943548 17 19 18 15 19
FAR1 0.0416992489726163 -0.135009441351161 0.0799659126721699 -0.116364756691785 -0.105275783415687 6 10 8 9 8
FARSA -0.100170319756977 -0.155231116299279 -0.11463354906894 -0.0346383179990089 -0.0727232310216204 32 35 27 28 31
FARSB -0.0919367382105852 -0.0546401305383454 -0.0436244767470347 0.00852259755236145 0.00908869331826291 36 39 36 44 37
FASN 0.104278592507937 0.0822398325587134 0.111508057592899 0.0267781485791662 -0.0578314745605733 106 129 120 144 129
FBL -0.0727232310216204 -0.175173265663797 -0.152378145401039 -0.246955265042952 -0.311154315440567 39 36 35 32 36
FBXO21 -0.134089480920423 -0.0982847957234225 -0.0641930619274923 0.0837068092442552 0.116050802706319 3 4 2 4 5
FBXO22 -0.0569996303855637 0.198626094133643 0.190651414958201 0.386638085895245 0.191030163679869 7 9 7 7 8
FBXO38 -0.0618453070710695 0.117834341600717 0.0144704246351472 -0.195599575449904 -0.0318186258263571 2 3 4 4 3
FBXO7 0.0807896038397854 0.231836852553416 0.197831603831531 0.110666645174401 0.282368537631657 10 7 5 6 6
FBXW11;DKFZp781N011;BTRC 0.242498779884447 0.313799808752603 0.202073950274122 0.0652193273029834 -0.111298453402541 5 4 5 3 4
FCHO1 0.0131012705394784 -0.171847313573341 -0.118226813792948 -0.0738202332916713 -0.0254540964277492 4 2 3 4 5
FDFT1 0.371347703579178 0.238442385139964 1.07081498571608 1.11238115207445 0.562836192859927 5 6 10 5 6
FDPS -0.0133550586690676 0.044583034608685 0.191820916228529 0.291962891549615 0.27667735647541 9 11 7 13 11
FDXR -0.0136409106693863 -0.121811151141987 0.0105267040496992 -0.0316774964507602 0.396384336188869 5 7 3 4 3
FECH 0.269373085453257 -0.189033824390017 0.0683774504230711 -0.160403925860014 0.197070627631602 8 16 9 8 13
FEM1B -0.186880831347234 -0.048794180260805 -0.101784524166932 -0.0911243336611648 -0.360195694732358 5 3 2 4 4
FEN1 -0.0153548342934641 -0.126972856257765 -0.0993625397577723 -0.147567207094632 -0.160662080113344 21 23 20 24 22
FERMT3 0.0263519917835299 0.0141207298328884 0.139283464294338 0.309073413544566 0.356439304429289 21 22 24 23 23
FGD3 0.0708907515455135 0.192612102432609 -0.0413831790194062 0.197980537439917 0.115331753003687 6 7 5 7 6
FGFR1OP2 -0.0651586751285469 0.0140333193748612 -0.0240359354555095 -0.087598617923621 -0.00633393372205048 7 5 5 5 5
FH -0.082293835951431 0.0194043171517182 -0.0150693217176481 0.0048700930113994 0.0472191556726505 28 32 26 30 29
FHL1 0.113894727844959 0.361712960993226 0.242823101848187 0.410313203161803 0.387732437552065 3 4 4 3 4
FIP1L1 0.0998963924028721 0.103255404492787 0.0418032029116329 0.178926588644873 0.0113553002902081 8 9 8 7 9
FIS1 -0.0713508041288431 -0.0377336274465149 -0.00676478187842236 0.0870282948195419 0.147937222142036 5 7 5 7 5
FKBP15 -0.105543992198926 0.0527901922221262 0.0290138593412646 0.0660346395828848 0.0479796107294068 19 20 10 15 21
FKBP1A;FKBP12-Exip2 0.396099531913156 -0.213876043382942 0.594312543946397 0.136267663590364 0.147937222142036 4 4 4 4 4
FKBP2 0.0746841252099791 0.0250742761695949 0.101985180933237 0.107212651709075 0.194641499786123 4 4 4 4 4
FKBP3 -0.0100636833446974 0.0248100624381524 0.114050856913213 0.128771401774041 0.267913184311517 23 25 23 24 25
FKBP4 0.14576492123383 0.179465642159705 0.0343523738844369 -0.0392787953513676 -0.0854246562526777 65 62 63 73 72
FKBP5 -0.0996318500144603 -0.0908534304511135 -0.128161400914489 -0.189413431033673 -0.18205660901025 37 36 31 28 33
FKBP8 0.0616615078897943 -0.0469799081444094 -0.0231843692482633 -0.010636636108737 0.000894748326002801 4 5 4 4 5
FLAD1 0.095157560925614 0.0834927822164975 0.217926984566148 0.0300740907072427 0.0400666700018453 3 3 3 4 4
FLII 0.113098732313508 -0.0946414541150622 0.0797066997889929 0.219018059723975 0.0838138346660821 10 10 9 12 14
FLNA 0.180675161558782 0.158735323681602 0.193865701970777 0.303009112724311 0.331336222299779 82 84 67 82 92
FLNB 0.0771323484662153 0.141859819719349 0.206678397317257 0.377294502192088 0.403713620074635 69 88 69 76 96
FLOT1 -0.0597705810902547 0.0142372853491715 0.000533895941970063 0.112864699538092 0.166875124076478 22 20 17 17 22
FLOT2 -0.0626743627633925 -0.00891709473605306 -0.132116159533725 -0.100977647724821 0.0806675458401028 4 7 5 4 5
FMNL1 0.137346278560185 -0.0264459803038008 0.200315840146172 0.445715681201976 0.328561685847214 11 12 11 12 14
FMR1 -0.0611540632071007 0.0984746524557509 -0.0618453070710695 -0.118891252178427 -0.37528970853542 4 6 6 7 7
FN3KRP -0.0378741656611202 -0.0130691500195213 0.0423527981997748 0.0951421503982991 0.256855608951603 5 4 4 6 5
FNBP1 -0.153805336079035 -0.0419438299701673 -0.00906046815638366 -0.0606008295541171 -0.18027518961188 20 19 22 22 21
FNBP4 -0.0385766514523231 0.179481980259316 0.297608415691949 0.206878200432406 0.0727406718673912 5 5 4 3 5
FNTA 0.159701942766722 0.161330549006808 0.15410454598854 -0.222433640605915 0.234363419934107 3 5 4 4 5
FOXK1 0.161459626133215 0.0931863501789014 0.24225985245062 0.0206477487165057 0.162024474385357 1 1 3 3 5
FOXK2 0.0641932927587173 0.08652269081756 -0.0166389421137891 -0.0274371827068512 0.0146744524204508 5 7 5 5 6
FRG1 0.388600962272458 0.151666503869433 0.0335104675756453 -0.210014737709273 -0.0453031679565721 8 7 4 5 7
FRMD4B 0.201178041552437 0.413249665656048 0.0199454438847036 -0.106214296090968 0.145286177230469 4 2 5 5 2
FRYL 0.177375891488957 0.117615191709096 0.215496017070433 0.0897585519393844 0.107772197304023 17 20 21 16 22
FTH1 0.00364018005872851 0.189696750777654 0.0851905835451482 0.865200783605534 0.750032895132768 3 4 3 2 2
FTO 0.0953579127618043 0.093324862938893 0.147042349134347 0.230499055906954 0.231023866209421 15 15 20 20 17
FTSJ3 -0.151209392884894 -0.14782766837732 -0.243547226577594 -0.262433157631348 -0.447949409916247 14 12 12 12 12
FTSJD2 -0.19055165203227 -0.0140695825016559 0.121078520250149 0.126564746705253 0.374953999279537 6 9 7 6 7
FUBP1 -0.0271540515037266 0.0466826051026942 0.0327575992118952 0.0351504227903428 -0.0167815502334021 57 65 57 61 58
FUBP3 -0.0593552776164212 0.00956787098620308 0.0214236076648828 0.0625350743959817 -0.0194884295913602 23 25 22 24 28
FUS -0.0389979787975099 0.0397552057396889 0.0195066769136337 0.00818885030110122 0.104402664622728 29 32 31 31 40
FXC1 -0.154971988316384 -0.0357646536009747 0.123166800234482 0.00568096192710815 0.00332202038362959 2 4 4 4 4
FXN 0.0650382093514695 -0.300768033280309 0.100391239250055 0.0385989268357209 0.180053930342201 9 9 6 6 6
FXR1 0.0660346395828848 0.0676968875121398 -0.00719550140420373 -0.226385217270386 -0.108624814681649 17 21 16 18 19
FXR2 0.0941716188844765 0.151073656094133 0.0444193667425841 -0.0621217119077975 0.11642610138912 10 12 10 11 13
FYB 0.0130721537137233 0.0459079397309677 -0.0301241614551288 -0.152767519261769 -0.113167056732735 16 20 17 13 21
FYCO1 -0.144568517664712 0.0894975737612016 0.160588579558738 0.0435864362657202 -0.0560285389227513 3 3 1 2 3
G3BP1 0.00834845891901253 0.0598257306049671 -0.0679140140884664 -0.201131966907887 -0.23915359984437 36 51 37 38 48
G3BP2 0.141016431518793 0.0662309872978593 0.0201648774212257 -0.0903114713760367 -0.0164963198961959 12 16 13 12 16
G6PD 0.0289844195893833 0.0133779096967891 0.0045371895497553 0.166292184268648 0.21388879974889 44 40 36 49 44
GAA -0.0465609057577411 -0.152767519261769 0.0567462735459803 0.203834205500543 0.454090920950301 6 9 8 6 9
GABARAP;GABARAPL1 -0.00432160595009342 -0.093154487907083 0.414672062821816 -0.150169706295702 -0.000432743603971213 3 3 2 2 3
GABARAPL2 0.0409124121115891 0.0658232180781837 0.113083128947304 0.0528051569292871 -0.0294175468350917 8 6 5 5 6
GABPA -0.0639170536923114 -0.0124971626829022 0.0275720175152513 -0.0622598944701261 0.0542275124037498 16 10 8 13 16
GABPB1 -0.23842002607896 0.0537182977216275 0.0960516532777288 0.169939428464856 0.0612249229141855 4 3 2 2 4
GAK 0.0491434355229938 0.161282148061587 0.0396365703724867 0.0803776994712801 0.0353426116234221 17 17 19 15 19
GALK1 0.112583910311653 0.00686912857073752 0.0997417875652502 0.118993258652027 0.198675764307716 12 15 9 9 12
GALNT2 -0.032100843167024 0.0288372298405523 0.00142897555014671 -0.0224743465748992 -0.0110662014062054 6 9 6 6 7
GAMT 0.122287155999165 -0.168898720025469 0.046027091947825 -0.101515615491244 0.246515265435284 4 6 6 5 7
GAN -0.331590575866237 -0.366587995394262 0.092263271475554 -0.0639170536923114 -0.0923427689954471 2 4 4 4 4
GANAB 0.0398590196892315 0.0186733871231694 0.0541376379280957 0.0417289493337268 0.0828508915756269 73 89 77 98 85
GAPDH 0.0319903730238395 0.00297501710499965 0.0197406693586135 -0.0162110331559171 -0.0412429822318814 144 195 157 161 188
GAPVD1 0.0409124121115891 0.0784265663593301 0.0490837293559384 0.102434278528502 0.101691020360697 9 10 9 5 12
GAR1 -0.00302648288989857 -0.189539944388503 -0.309991039260069 -0.350270924228404 -0.360982241368626 5 5 6 4 6
GARNL1 0.240145363571911 0.278968640066459 0.259132867964314 0.0377841587252562 0.179008250474262 3 4 2 2 3
GARS -0.0920720945029291 0.00203563546815055 0.0117188698841549 -0.0374525099396066 -0.107955630087393 51 63 51 57 59
GART -0.00360223668019554 0.00327864040915813 -0.00676478187842236 0.0101053201243994 -0.102053382729188 58 60 57 68 59
GATAD2A 0.073074516648622 -0.00144197417390627 -0.0688771408503078 -0.057554246458089 -0.0560285389227513 28 26 24 32 29
GATAD2B 0.0872734999514735 0.0192873434587938 -0.044464066513246 -0.0114956388378294 -0.0539454249627852 18 15 14 16 19
GBE1 0.0325509981746115 -0.0927486855395237 0.00375589188433528 -0.0412429822318814 0.0293377362676596 24 31 23 25 26
GBF1 0.0546320168442511 0.18211483014339 0.192463721965107 0.0808506367123255 0.0640575487334426 8 22 12 13 20
GCAT -0.375623343928904 -0.211261449712961 0.0497107673826286 -0.0765590951316044 0.391569218774938 4 4 3 2 3
GCC1 -0.136322653749214 -0.0504668703506619 0.0684984730025154 0.221606366719595 -0.120351940365222 3 4 5 6 5
GCC2 0.058953802599313 0.151442154437999 0.0408678870062917 -0.445832624207628 0.00479771615876805 6 7 5 3 9
GCDH -0.142870845096642 -0.0299828662157143 -0.019346088804812 -0.0486547018403464 0.0554113821328577 8 7 5 5 6
GCET2 -0.0854246562526777 0.0807285735491172 -0.370052655715914 -0.557287542278308 -0.718526026462262 3 4 2 3 4
GCFC1 -0.00389002743337179 -0.0540843928423791 -0.0593552776164212 -0.0775164697020952 -0.111031312388744 12 10 9 8 10
GCHFR 0.141191433812171 0.0108609926317669 0.340696481975269 0.0791579320819445 -0.0337929888493032 8 7 5 6 8
GCLC 0.071997386021719 0.0791731728110858 0.0258672078150827 0.0992162550118936 -0.0184917490398792 3 5 4 5 5
GCLM 0.0277043714856102 0.06425362753659 0.13430285109686 0.00673867221983802 0.0767214868111008 6 7 5 4 6
GCN1L1 0.0109336743134814 -0.0497701518163845 -0.032100843167024 -0.0680516429977899 -0.0550567933689352 99 101 88 96 110
GDAP2 -0.00446543677030055 0.145637240631858 0.217809533365722 0.218245828889357 0.442026323572385 4 4 4 3 2
GDI1 -0.0464212112487104 0.0407343199347284 0.0523413231717457 0.0733477198512227 0.190947818542497 18 18 14 15 21
GDI2 0.0359932869434897 0.0243991594545193 0.048292855827063 0.0805760091167038 0.0484122051852459 95 92 87 97 89
GEMIN4 0.110152690170997 0.079478021209661 -0.147957881387101 -0.119688174519196 -0.23094077612394 8 13 9 10 11
GEMIN5 0.115331753003687 0.0769953815798432 0.000952493084291382 -0.0476779751444756 -0.034215715337913 19 18 20 17 19
GEMIN6 0.111585990978518 0.128976476817513 -0.126312130328704 -0.0299828662157143 -0.259423152281415 4 4 3 4 4
GET4 -0.0596321598820996 -0.0339339114419318 0.218950892805151 0.0203843443386084 0.109125329122223 6 6 5 6 8
GFM1 -0.139338513601429 -0.0625362198953893 -0.0229004021100788 -0.169925001442312 -0.0683268614345055 12 9 14 15 14
