gene_ENSG_id	gene_symbol	gene_description
GAPVD1	ENSG00000165219	GTPase activating protein and VPS9 domains 1
GAR1	ENSG00000109534	GAR1 homolog, ribonucleoprotein
GARS	ENSG00000106105	glycyl-tRNA synthetase
GART	ENSG00000159131	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
GAS1	ENSG00000180447	growth arrest specific 1
GAS5	ENSG00000234741	growth arrest specific 5 (non-protein coding)
GAS7	ENSG00000007237	growth arrest specific 7
GAS8	ENSG00000141013	growth arrest specific 8
GATA2	ENSG00000179348	GATA binding protein 2
GATA3	ENSG00000107485	GATA binding protein 3
GATAD1	ENSG00000157259	GATA zinc finger domain containing 1
GATAD2A	ENSG00000167491	GATA zinc finger domain containing 2A
GATAD2B	ENSG00000143614	GATA zinc finger domain containing 2B
GATC	ENSG00000111780	glutamyl-tRNA(Gln) amidotransferase, subunit C
GATS	ENSG00000160844	GATS, stromal antigen 3 opposite strand
GBA	ENSG00000177628	glucosidase, beta, acid
GBA2	ENSG00000070610	glucosidase, beta (bile acid) 2
GBAP	ENSG00000160766	glucosidase, beta, acid pseudogene 1
GBAS	ENSG00000146729	glioblastoma amplified sequence
GBE1	ENSG00000114480	glucan (1,4-alpha-), branching enzyme 1
GBF1	ENSG00000107862	golgi brefeldin A resistant guanine nucleotide exchange factor 1
GCA	ENSG00000115271	grancalcin
GCAT	ENSG00000100116	glycine C-acetyltransferase
GCC1	ENSG00000179562	GRIP and coiled-coil domain containing 1
GCC2	ENSG00000135968	GRIP and coiled-coil domain containing 2
GCDH	ENSG00000105607	glutaryl-CoA dehydrogenase
GCET2	ENSG00000174500	NA
GCFC1	ENSG00000159086	NA
GCFC2	NA	GC-rich sequence DNA-binding factor 2
GCH1	ENSG00000131979	GTP cyclohydrolase 1
GCHFR	ENSG00000137880	GTP cyclohydrolase I feedback regulator
GCLC	ENSG00000001084	glutamate-cysteine ligase, catalytic subunit
GCLM	ENSG00000023909	glutamate-cysteine ligase, modifier subunit
GCN1L1	ENSG00000089154	NA
GCNT1	ENSG00000187210	glucosaminyl (N-acetyl) transferase 1, core 2
GCNT4	ENSG00000176928	glucosaminyl (N-acetyl) transferase 4, core 2
GCSAM	NA	germinal center-associated, signaling and motility
GCSH	ENSG00000140905	glycine cleavage system protein H (aminomethyl carrier)
GDAP1	ENSG00000104381	ganglioside induced differentiation associated protein 1
GDAP2	ENSG00000196505	ganglioside induced differentiation associated protein 2
GDE1	ENSG00000006007	glycerophosphodiester phosphodiesterase 1
GDF11	ENSG00000135414	growth differentiation factor 11
GDF9	ENSG00000164404	growth differentiation factor 9
GDI1	ENSG00000203879	GDP dissociation inhibitor 1
GDI2	ENSG00000057608	GDP dissociation inhibitor 2
GDI2P2	ENSG00000233994	GDP dissociation inhibitor 2 pseudogene 2
GDPD1	ENSG00000153982	glycerophosphodiester phosphodiesterase domain containing 1
GDPD3	ENSG00000102886	glycerophosphodiester phosphodiesterase domain containing 3
GDPD5	ENSG00000158555	glycerophosphodiester phosphodiesterase domain containing 5
GEMIN4	ENSG00000179409	gem nuclear organelle associated protein 4
GEMIN5	ENSG00000082516	gem nuclear organelle associated protein 5
GEMIN6	ENSG00000152147	gem nuclear organelle associated protein 6
GEMIN7	ENSG00000142252	gem nuclear organelle associated protein 7
GEMIN8	ENSG00000046647	gem nuclear organelle associated protein 8
GEMIN8P4	ENSG00000228175	gem nuclear organelle associated protein 8 pseudogene 4
GEN1	ENSG00000178295	GEN1, Holliday junction 5' flap endonuclease
GET4	ENSG00000239857	golgi to ER traffic protein 4
GFER	ENSG00000127554	growth factor, augmenter of liver regeneration
GFI1	ENSG00000162676	growth factor independent 1 transcription repressor
GFM1	ENSG00000168827	G elongation factor, mitochondrial 1
GFM2	ENSG00000164347	G elongation factor, mitochondrial 2
GFOD1	ENSG00000145990	glucose-fructose oxidoreductase domain containing 1
GFOD2	ENSG00000141098	glucose-fructose oxidoreductase domain containing 2
GFPT1	ENSG00000198380	glutamine--fructose-6-phosphate transaminase 1
GFRA1	ENSG00000151892	GDNF family receptor alpha 1
GFRA3	ENSG00000146013	GDNF family receptor alpha 3
GGA1	ENSG00000100083	golgi-associated, gamma adaptin ear containing, ARF binding protein 1
GGA2	ENSG00000103365	golgi-associated, gamma adaptin ear containing, ARF binding protein 2
GGA3	ENSG00000125447	golgi-associated, gamma adaptin ear containing, ARF binding protein 3
GGCT	ENSG00000006625	gamma-glutamylcyclotransferase
GGCX	ENSG00000115486	gamma-glutamyl carboxylase
GGH	ENSG00000137563	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)
GGNBP2	ENSG00000005955	gametogenetin binding protein 2
GGPS1	ENSG00000152904	geranylgeranyl diphosphate synthase 1
GGT7	ENSG00000131067	gamma-glutamyltransferase 7
GHDC	ENSG00000167925	GH3 domain containing
GHITM	ENSG00000165678	growth hormone inducible transmembrane protein
GID8	NA	GID complex subunit 8
GIGYF1	ENSG00000146830	GRB10 interacting GYF protein 1
GIGYF2	ENSG00000204120	GRB10 interacting GYF protein 2
GIMAP1	ENSG00000213203	GTPase, IMAP family member 1
GIMAP2	ENSG00000106560	GTPase, IMAP family member 2
GIMAP4	ENSG00000133574	GTPase, IMAP family member 4
GIMAP5	ENSG00000196329	GTPase, IMAP family member 5
GIMAP6	ENSG00000133561	GTPase, IMAP family member 6
GIMAP7	ENSG00000179144	GTPase, IMAP family member 7
GIN1	ENSG00000145723	gypsy retrotransposon integrase 1
GINS1	ENSG00000101003	GINS complex subunit 1 (Psf1 homolog)
GINS2	ENSG00000131153	GINS complex subunit 2 (Psf2 homolog)
GINS3	ENSG00000181938	GINS complex subunit 3 (Psf3 homolog)
GINS4	ENSG00000147536	GINS complex subunit 4 (Sld5 homolog)
GIPC1	ENSG00000123159	GIPC PDZ domain containing family member 1
GIPR	ENSG00000010310	gastric inhibitory polypeptide receptor
GIT1	ENSG00000108262	G protein-coupled receptor kinase interacting ArfGAP 1
GIT2	ENSG00000139436	G protein-coupled receptor kinase interacting ArfGAP 2
GJA3	ENSG00000121743	gap junction protein alpha 3
GJB2	ENSG00000165474	gap junction protein beta 2
GJC1	ENSG00000182963	gap junction protein gamma 1
GJD3	ENSG00000183153	gap junction protein delta 3
GK	ENSG00000198814	glycerol kinase
GK3P;GK;GK2	NA	NA
GK5	ENSG00000175066	glycerol kinase 5 (putative)
GKAP1	ENSG00000165113	G kinase anchoring protein 1
GLA	ENSG00000102393	galactosidase alpha
GLB1	ENSG00000170266	galactosidase beta 1
GLB1L	ENSG00000163521	galactosidase beta 1 like
GLB1L2	ENSG00000149328	galactosidase beta 1 like 2
GLB1L3	ENSG00000166105	galactosidase beta 1 like 3
GLCCI1	ENSG00000106415	glucocorticoid induced 1
GLCE	ENSG00000138604	glucuronic acid epimerase
GLDC	ENSG00000178445	glycine dehydrogenase (decarboxylating)
GLDN	ENSG00000186417	gliomedin
GLE1	ENSG00000119392	GLE1, RNA export mediator
GLG1	ENSG00000090863	golgi glycoprotein 1
GLI3	ENSG00000106571	GLI family zinc finger 3
GLI4	ENSG00000250571	GLI family zinc finger 4
GLIPR1	ENSG00000139278	GLI pathogenesis-related 1
GLIPR2	ENSG00000122694	GLI pathogenesis-related 2
GLIS2	ENSG00000126603	GLIS family zinc finger 2
GLMN	ENSG00000174842	glomulin, FKBP associated protein
GLO1	ENSG00000124767	glyoxalase I
GLOD4	ENSG00000167699	glyoxalase domain containing 4
GLRB	ENSG00000109738	glycine receptor beta
GLRX	ENSG00000173221	glutaredoxin
GLRX2	ENSG00000023572	glutaredoxin 2
GLRX3	ENSG00000108010	glutaredoxin 3
GLRX5	ENSG00000182512	glutaredoxin 5
GLS	ENSG00000115419	glutaminase
GLS2	ENSG00000135423	glutaminase 2
GLT1D1	ENSG00000151948	glycosyltransferase 1 domain containing 1
GLT25D1	ENSG00000130309	NA
GLT25D2	ENSG00000198756	NA
GLT8D1	ENSG00000016864	glycosyltransferase 8 domain containing 1
GLT8D4	ENSG00000172986	NA
GLTP	ENSG00000139433	glycolipid transfer protein
GLTPD1	ENSG00000224051	NA
GLTSCR1	ENSG00000063169	glioma tumor suppressor candidate region gene 1
GLTSCR2	ENSG00000105373	glioma tumor suppressor candidate region gene 2
GLUD1	ENSG00000148672	glutamate dehydrogenase 1
GLUD1;GLUD2	NA	NA
GLUL	ENSG00000135821	glutamate-ammonia ligase
GLYCTK	ENSG00000168237	glycerate kinase
GLYR1	ENSG00000140632	glyoxylate reductase 1 homolog (Arabidopsis)
GM2A	ENSG00000196743	GM2 ganglioside activator
GMCL1	ENSG00000087338	germ cell-less, spermatogenesis associated 1
GMDS	ENSG00000112699	GDP-mannose 4,6-dehydratase
GMEB1	ENSG00000162419	glucocorticoid modulatory element binding protein 1
GMEB2	ENSG00000101216	glucocorticoid modulatory element binding protein 2
GMFB	ENSG00000197045	glia maturation factor, beta
GMFG	ENSG00000130755	glia maturation factor, gamma
GMIP	ENSG00000089639	GEM interacting protein
GMNN	ENSG00000112312	geminin, DNA replication inhibitor
GMPPA	ENSG00000144591	GDP-mannose pyrophosphorylase A
GMPPB	ENSG00000173540	GDP-mannose pyrophosphorylase B
GMPR2	ENSG00000100938	guanosine monophosphate reductase 2
GMPS	ENSG00000163655	guanine monophosphate synthase
GMPSP	ENSG00000250471	guanine monophosphate synthase pseudogene 1
GNA11	ENSG00000088256	guanine nucleotide binding protein (G protein), alpha 11 (Gq class)
GNA12	ENSG00000146535	guanine nucleotide binding protein (G protein) alpha 12
GNA13	ENSG00000120063	guanine nucleotide binding protein (G protein), alpha 13
GNA15	ENSG00000060558	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)
GNAI2	ENSG00000114353	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2
GNAI2;GNAI1	NA	NA
GNAI3	ENSG00000065135	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3
GNAL	ENSG00000141404	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type
GNAQ	ENSG00000156052	guanine nucleotide binding protein (G protein), q polypeptide
GNAS	ENSG00000087460	GNAS complex locus
GNAZ	ENSG00000128266	guanine nucleotide binding protein (G protein), alpha z polypeptide
GNB1	ENSG00000078369	guanine nucleotide binding protein (G protein), beta polypeptide 1
GNB1;GNB2;GNB4	NA	NA
GNB1L	ENSG00000185838	guanine nucleotide binding protein (G protein), beta polypeptide 1-like
GNB2	ENSG00000172354	guanine nucleotide binding protein (G protein), beta polypeptide 2
GNB2L1	ENSG00000204628	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1
GNB3	ENSG00000111664	guanine nucleotide binding protein (G protein), beta polypeptide 3
GNB4	ENSG00000114450	guanine nucleotide binding protein (G protein), beta polypeptide 4
GNB5	ENSG00000069966	guanine nucleotide binding protein (G protein), beta 5
GNE	ENSG00000159921	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
GNG10	ENSG00000242616	guanine nucleotide binding protein (G protein), gamma 10
GNG2	ENSG00000186469	guanine nucleotide binding protein (G protein), gamma 2
GNG4	ENSG00000168243	guanine nucleotide binding protein (G protein), gamma 4
GNG5	ENSG00000174021	guanine nucleotide binding protein (G protein), gamma 5
GNG5P2	ENSG00000133136	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 2
GNL1	ENSG00000204590	guanine nucleotide binding protein-like 1
GNL2	ENSG00000134697	guanine nucleotide binding protein-like 2 (nucleolar)
GNL3	ENSG00000163938	guanine nucleotide binding protein-like 3 (nucleolar)
GNL3L	ENSG00000130119	guanine nucleotide binding protein-like 3 (nucleolar)-like
GNMT	ENSG00000124713	glycine N-methyltransferase
GNPAT	ENSG00000116906	glyceronephosphate O-acyltransferase
GNPDA1	ENSG00000113552	glucosamine-6-phosphate deaminase 1
GNPDA2	ENSG00000163281	glucosamine-6-phosphate deaminase 2
GNPNAT1	ENSG00000100522	glucosamine-phosphate N-acetyltransferase 1
GNPTAB	ENSG00000111670	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits
GNPTG	ENSG00000090581	N-acetylglucosamine-1-phosphate transferase, gamma subunit
GNRH1	ENSG00000147437	gonadotropin releasing hormone 1
GNRHR2	ENSG00000211451	gonadotropin releasing hormone receptor 2, pseudogene
GNS	ENSG00000135677	glucosamine (N-acetyl)-6-sulfatase
GOLGA1	ENSG00000136935	golgin A1
GOLGA2	ENSG00000167110	golgin A2
GOLGA2B	ENSG00000120853	NA
GOLGA3	ENSG00000090615	golgin A3
GOLGA4	ENSG00000144674	golgin A4
GOLGA5	ENSG00000066455	golgin A5
GOLGA7	ENSG00000147533	golgin A7
GOLGA8A	ENSG00000175265	golgin A8 family member A
GOLGA8B	ENSG00000215252	golgin A8 family member B
GOLGB1	ENSG00000173230	golgin B1
GOLIM4	ENSG00000173905	golgi integral membrane protein 4
GOLM1	ENSG00000135052	golgi membrane protein 1
GOLPH3	ENSG00000113384	golgi phosphoprotein 3 (coat-protein)
GOLPH3L	ENSG00000143457	golgi phosphoprotein 3-like
GOLT1B	ENSG00000111711	golgi transport 1B
GON4L	ENSG00000116580	gon-4-like (C. elegans)
GOPC	ENSG00000047932	golgi-associated PDZ and coiled-coil motif containing
GORAB	ENSG00000120370	golgin, RAB6-interacting
GORASP1	ENSG00000114745	golgi reassembly stacking protein 1
GORASP2	ENSG00000115806	golgi reassembly stacking protein 2
GOSR1	ENSG00000108587	golgi SNAP receptor complex member 1
GOSR2	ENSG00000108433	golgi SNAP receptor complex member 2
GOT1	ENSG00000120053	glutamic-oxaloacetic transaminase 1, soluble
GOT2	ENSG00000125166	glutamic-oxaloacetic transaminase 2
GOT2L2	ENSG00000230849	NA
GP1BA	ENSG00000185245	glycoprotein Ib (platelet), alpha polypeptide
GPAA1	ENSG00000197858	glycosylphosphatidylinositol anchor attachment 1
GPAM	ENSG00000119927	glycerol-3-phosphate acyltransferase, mitochondrial
GPAT2	ENSG00000186281	glycerol-3-phosphate acyltransferase 2, mitochondrial
GPATCH1	ENSG00000076650	G-patch domain containing 1
GPATCH11	NA	G-patch domain containing 11
GPATCH2	ENSG00000092978	G-patch domain containing 2
GPATCH3	ENSG00000198746	G-patch domain containing 3
GPATCH4	ENSG00000160818	G-patch domain containing 4
GPATCH8	ENSG00000186566	G-patch domain containing 8
GPBP1	ENSG00000062194	GC-rich promoter binding protein 1
GPBP1L1	ENSG00000159592	GC-rich promoter binding protein 1-like 1
GPC1	ENSG00000063660	glypican 1
GPC2	ENSG00000213420	glypican 2
GPCPD1	ENSG00000125772	glycerophosphocholine phosphodiesterase 1
GPD1L	ENSG00000152642	glycerol-3-phosphate dehydrogenase 1-like
GPHN	ENSG00000171723	gephyrin
GPI	ENSG00000105220	glucose-6-phosphate isomerase
GPKOW	ENSG00000068394	G-patch domain and KOW motifs
GPLD1	ENSG00000112293	glycosylphosphatidylinositol specific phospholipase D1
GPM6B	ENSG00000046653	glycoprotein M6B
GPN1	ENSG00000198522	GPN-loop GTPase 1
GPN2	ENSG00000142751	GPN-loop GTPase 2
GPN3	ENSG00000111231	GPN-loop GTPase 3
GPNMB	ENSG00000136235	glycoprotein (transmembrane) nmb
GPR107	ENSG00000148358	G protein-coupled receptor 107
GPR108	ENSG00000125734	G protein-coupled receptor 108
GPR113	ENSG00000173567	NA
GPR124	ENSG00000020181	NA
GPR125	ENSG00000152990	NA
GPR137	ENSG00000173264	G protein-coupled receptor 137
GPR137B	ENSG00000077585	G protein-coupled receptor 137B
GPR137C	ENSG00000180998	G protein-coupled receptor 137C
GPR153	ENSG00000158292	G protein-coupled receptor 153
GPR155	ENSG00000163328	G protein-coupled receptor 155
GPR156	ENSG00000175697	G protein-coupled receptor 156
GPR157	ENSG00000180758	G protein-coupled receptor 157
GPR161	ENSG00000143147	G protein-coupled receptor 161
GPR162	ENSG00000250510	G protein-coupled receptor 162
GPR17	ENSG00000144230	G protein-coupled receptor 17
GPR172A	ENSG00000185803	NA
GPR174	ENSG00000147138	G protein-coupled receptor 174
GPR175	ENSG00000163870	NA
GPR176	ENSG00000166073	G protein-coupled receptor 176
GPR180	ENSG00000152749	G protein-coupled receptor 180
GPR19	ENSG00000183150	G protein-coupled receptor 19
GPR3	ENSG00000181773	G protein-coupled receptor 3
GPR44	ENSG00000183134	NA
GPR63	ENSG00000112218	G protein-coupled receptor 63
GPR65	ENSG00000140030	G protein-coupled receptor 65
GPR89A	ENSG00000117262	G protein-coupled receptor 89A
GPRASP1	ENSG00000198932	G protein-coupled receptor associated sorting protein 1
GPRASP2	ENSG00000158301	G protein-coupled receptor associated sorting protein 2
GPRC5C	ENSG00000170412	G protein-coupled receptor, class C, group 5, member C
GPRIN1	ENSG00000169258	G protein regulated inducer of neurite outgrowth 1
GPS1	ENSG00000169727	G protein pathway suppressor 1
GPS2	ENSG00000132522	G protein pathway suppressor 2
GPSM1	ENSG00000160360	G-protein signaling modulator 1
GPSM2	ENSG00000121957	G-protein signaling modulator 2
GPSM3	ENSG00000213654	G-protein signaling modulator 3
GPX1	ENSG00000233276	glutathione peroxidase 1
GPX4	ENSG00000167468	glutathione peroxidase 4
GPX7	ENSG00000116157	glutathione peroxidase 7
GRAMD1C	ENSG00000178075	GRAM domain containing 1C
GRAMD3	ENSG00000155324	GRAM domain containing 3
GRAMD4	ENSG00000075240	GRAM domain containing 4
GRAP	ENSG00000154016	GRB2-related adaptor protein
GRAP2	ENSG00000100351	GRB2-related adaptor protein 2
GRASP	ENSG00000161835	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein
GRB10	ENSG00000106070	growth factor receptor bound protein 10
GRB2	ENSG00000177885	growth factor receptor bound protein 2
GREB1	ENSG00000196208	growth regulation by estrogen in breast cancer 1
GRHL1	ENSG00000134317	grainyhead-like transcription factor 1
GRHPR	ENSG00000137106	glyoxylate reductase/hydroxypyruvate reductase
GRIK5	ENSG00000105737	glutamate receptor, ionotropic, kainate 5
GRINA	ENSG00000178719	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)
GRINL1A	ENSG00000137878	NA
GRIP1	ENSG00000155974	glutamate receptor interacting protein 1
GRIPAP1	ENSG00000068400	GRIP1 associated protein 1
GRK4	ENSG00000125388	G protein-coupled receptor kinase 4
GRK5	ENSG00000198873	G protein-coupled receptor kinase 5
GRK6	ENSG00000198055	G protein-coupled receptor kinase 6
GRLF1	ENSG00000160007	NA
GRN	ENSG00000030582	granulin
GRPEL1	ENSG00000109519	GrpE-like 1, mitochondrial (E. coli)
GRPEL2	ENSG00000164284	GrpE-like 2, mitochondrial (E. coli)
GRSF1	ENSG00000132463	G-rich RNA sequence binding factor 1
GRWD1	ENSG00000105447	glutamate-rich WD repeat containing 1
GS1-124K5.12	ENSG00000232559	NA
GS1-124K5.2	ENSG00000230189	NA
GS1-124K5.4	ENSG00000237310	uncharacterized LOC100289098
GS1-251I9.4	ENSG00000253738	NA
GS1-257G1.1	ENSG00000233247	NA
GS1-324M7.3	ENSG00000229083	NA
GS1-44D20.1	ENSG00000254332	NA
GSDMB	ENSG00000073605	gasdermin B
GSDMD	ENSG00000104518	gasdermin D
GSE1	NA	Gse1 coiled-coil protein
GSG2	ENSG00000177602	germ cell associated 2 (haspin)
GSK3A	ENSG00000105723	glycogen synthase kinase 3 alpha
GSK3B	ENSG00000082701	glycogen synthase kinase 3 beta
GSPT1	ENSG00000103342	G1 to S phase transition 1
